batter_name,Role,Amount,Team,Year,Player Origin,matches,total_runs,dismissals,balls_faced,batting_avg,batting_sr,boundary_pct,non_boundary_sr,spinner_runs,spinner_dismissals,spinner_balls_faced,spinner_batting_avg,spinner_batting_sr,spinner_boundary_pct,spinner_non_boundary_sr,pacer_runs,pacer_dismissals,pacer_balls_faced,pacer_batting_avg,pacer_batting_sr,pacer_boundary_pct,pacer_non_boundary_sr
Ben Cutting,All-Rounder,22000000,Mumbai Indians,2018,Overseas,34,528,26,348,20.31,151.72,18.39%,70.42,101,11,91,9.18,110.99,12.09%,53.75,291,11,171,26.45,170.18,21.64%,76.87
Ben Cutting,All-Rounder,7500000,Kolkata Knight Riders,2021,Overseas,34,528,26,348,20.31,151.72,18.39%,70.42,101,11,91,9.18,110.99,12.09%,53.75,291,11,171,26.45,170.18,21.64%,76.87
Ben Dunk,Wicket Keeper,2000000,Mumbai Indians,2014,Overseas,33,862,32,638,26.94,135.11,16.77%,71.56,131,3,92,43.67,142.39,19.57%,71.62,441,21,362,21.00,121.82,13.81%,69.55
Ben Dwarshuis,Bowler,14000000,Kings XI Punjab,2018,Overseas,5,51,5,44,10.20,115.91,11.36%,69.23,26,1,17,26.00,152.94,17.65%,71.43,22,3,23,7.33,95.65,8.70%,66.67
Ben Hilfenhaus,Bowler,10000000,Chennai Super Kings,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Laughlin,Bowler,1500000,Chennai Super Kings,2013,Overseas,12,57,8,56,7.12,101.79,8.93%,60.78,19,1,6,19.00,316.67,50.00%,100.00,14,6,23,2.33,60.87,0.00%,60.87
Ben Laughlin,Bowler,3000000,Sunrisers Hyderabad,2017,Overseas,12,57,8,56,7.12,101.79,8.93%,60.78,19,1,6,19.00,316.67,50.00%,100.00,14,6,23,2.33,60.87,0.00%,60.87
Ben Laughlin,Bowler,5000000,Rajasthan Royals,2018,Overseas,12,57,8,56,7.12,101.79,8.93%,60.78,19,1,6,19.00,316.67,50.00%,100.00,14,6,23,2.33,60.87,0.00%,60.87
Benjamin Stokes,All-Rounder,145000000,Rising Pune Supergiant,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benjamin Stokes,All-Rounder,125000000,Rajasthan Royals,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benny Howell,All-Rounder,4000000,Punjab Kings,2022,Overseas,33,565,24,472,23.54,119.70,11.65%,73.62,93,3,73,31.00,127.40,12.33%,73.44,211,9,173,23.44,121.97,12.72%,74.83
Beuran Hendricks,Bowler,18000000,Kings XI Punjab,2014,Overseas,4,16,2,18,8.00,88.89,5.56%,58.82,NA,NA,NA,NA,NA,NA,NA,13,1,14,13.00,92.86,7.14%,53.85
Bhanuka Rajapaksa,Batsman,5000000,Punjab Kings,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhuvneshwar Kumar,Bowler,42500000,Sunrisers Hyderabad,2014,Overseas,25,122,16,121,7.62,100.83,11.57%,56.07,14,2,13,7.00,107.69,15.38%,36.36,87,10,84,8.70,103.57,13.10%,53.42
Bhuvneshwar Kumar,Bowler,42000000,Sunrisers Hyderabad,2022,Indian,25,122,16,121,7.62,100.83,11.57%,56.07,14,2,13,7.00,107.69,15.38%,36.36,87,10,84,8.70,103.57,13.10%,53.42
Billy Stanlake,Bowler,3000000,Royal Challengers Bangalore,2017,Overseas,2,3,0,4,NA,75.00,0.00%,75.00,NA,NA,NA,NA,NA,NA,NA,3,0,4,NA,75.00,0.00%,75.00
Billy Stanlake,Batsman,5000000,Sunrisers Hyderabad,2018,Overseas,2,3,0,4,NA,75.00,0.00%,75.00,NA,NA,NA,NA,NA,NA,NA,3,0,4,NA,75.00,0.00%,75.00
Bipul Sharma,All-Rounder,2000000,Sunrisers Hyderabad,2018,Indian,5,52,2,27,26.00,192.59,22.22%,85.71,1,1,2,1.00,50.00,0.00%,50.00,51,1,25,51.00,204.00,24.00%,89.47
Brad Hodge,Batsman,24000000,Rajasthan Royals,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Hogg,Bowler,5000000,Kolkata Knight Riders,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Taylor,Wicket Keeper,3000000,Sunrisers Hyderabad,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendon McCullum,Wicket Keeper,32500000,Chennai Super Kings,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendon McCullum,Batsman,36000000,Royal Challengers Bangalore,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C Hari Nishaanth,Batsman,2000000,Chennai Super Kings,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.Hari Nishaanth,Batsman,2000000,Chennai Super Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.M. Gautam,Wicket Keeper,2000000,Mumbai Indians,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.M. Gautam,Wicket Keeper,2000000,Delhi Daredevils,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Delport,All-Rounder,3000000,Kolkata Knight Riders,2018,Overseas,9,208,7,154,29.71,135.06,16.23%,63.57,33,2,29,16.50,113.79,10.34%,65.38,90,3,63,30.00,142.86,20.63%,52.00
Carlos Brathwaite,All-Rounder,42000000,Delhi Daredevils,2016,Overseas,14,181,11,96,16.45,188.54,29.17%,51.47,40,5,26,8.00,153.85,23.08%,30.00,141,6,69,23.50,204.35,31.88%,61.70
Carlos Brathwaite,All-Rounder,20000000,Sunrisers Hyderabad,2018,Overseas,14,181,11,96,16.45,188.54,29.17%,51.47,40,5,26,8.00,153.85,23.08%,30.00,141,6,69,23.50,204.35,31.88%,61.70
Carlos Brathwaite,All-Rounder,50000000,Kolkata Knight Riders,2019,Overseas,14,181,11,96,16.45,188.54,29.17%,51.47,40,5,26,8.00,153.85,23.08%,30.00,141,6,69,23.50,204.35,31.88%,61.70
Chaitanya Bishnoi,All-Rounder,2000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chama Milind,Bowler,1000000,Sunrisers Hyderabad,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chama Milind,Bowler,1000000,Delhi Daredevils,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chama Milind,Bowler,2500000,Royal Challengers Bangalore,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamika Karunaratne,All-Rounder,5000000,Kolkata Knight Riders,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chetan Sakariya,Bowler,12000000,Rajasthan Royals,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chetan Sakariya,Bowler,42000000,Delhi Capitals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheteshwar Pujara,Batsman,19000000,Kings XI Punjab,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheteshwar Pujara,Batsman,5000000,Chennai Super Kings,2021,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chirag Suri,Batsman,1000000,Gujarat Lions,2017,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Green,All-Rounder,2000000,Kolkata Knight Riders,2020,Overseas,8,46,6,30,7.67,153.33,20.00%,66.67,27,1,12,27.00,225.00,33.33%,62.50,18,3,14,6.00,128.57,14.29%,83.33
Chris Jordan,All-Rounder,5000000,Sunrisers Hyderabad,2017,Overseas,26,364,19,299,19.16,121.74,13.04%,69.23,38,2,53,19.00,71.70,7.55%,44.90,204,16,147,12.75,138.78,17.69%,64.46
Chris Jordan,All-Rounder,10000000,Sunrisers Hyderabad,2018,Overseas,26,364,19,299,19.16,121.74,13.04%,69.23,38,2,53,19.00,71.70,7.55%,44.90,204,16,147,12.75,138.78,17.69%,64.46
Chris Jordan,All-Rounder,30000000,Kings XI Punjab,2020,Overseas,26,364,19,299,19.16,121.74,13.04%,69.23,38,2,53,19.00,71.70,7.55%,44.90,204,16,147,12.75,138.78,17.69%,64.46
Chris Jordan,All-Rounder,36000000,Chennai Super Kings,2022,Overseas,26,364,19,299,19.16,121.74,13.04%,69.23,38,2,53,19.00,71.70,7.55%,44.90,204,16,147,12.75,138.78,17.69%,64.46
Chris Lynn,Batsman,13000000,Kolkata Knight Riders,2014,Overseas,38,1193,31,775,38.48,153.94,19.74%,69.94,188,12,187,15.67,100.53,9.09%,62.35,570,10,338,57.00,168.64,24.26%,68.75
Chris Lynn,Batsman,96000000,Kolkata Knight Riders,2018,Overseas,38,1193,31,775,38.48,153.94,19.74%,69.94,188,12,187,15.67,100.53,9.09%,62.35,570,10,338,57.00,168.64,24.26%,68.75
Chris Lynn,Batsman,20000000,Mumbai Indians,2020,Overseas,38,1193,31,775,38.48,153.94,19.74%,69.94,188,12,187,15.67,100.53,9.09%,62.35,570,10,338,57.00,168.64,24.26%,68.75
Chris Woakes,All-Rounder,42000000,Kolkata Knight Riders,2017,Overseas,14,157,6,118,26.17,133.05,12.71%,86.41,12,1,15,12.00,80.00,0.00%,80.00,94,3,62,31.33,151.61,17.74%,82.35
Chris Woakes,All-Rounder,74000000,Royal Challengers Bangalore,2018,Overseas,14,157,6,118,26.17,133.05,12.71%,86.41,12,1,15,12.00,80.00,0.00%,80.00,94,3,62,31.33,151.61,17.74%,82.35
Chris Woakes,All-Rounder,15000000,Delhi Capitals,2020,Overseas,14,157,6,118,26.17,133.05,12.71%,86.41,12,1,15,12.00,80.00,0.00%,80.00,94,3,62,31.33,151.61,17.74%,82.35
Christopher Barnwell,All-Rounder,3750000,Royal Challengers Bangalore,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Gayle,Batsman,20000000,Kings XI Punjab,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Morris,All-Rounder,46875000,Chennai Super Kings,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Morris,All-Rounder,14000000,Rajasthan Royals,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Morris,All-Rounder,70000000,Delhi Daredevils,2016,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Morris,All-Rounder,100000000,Royal Challengers Bangalore,2020,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Morris,All-Rounder,162500000,Rajasthan Royals,2021,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clinton McKay,Bowler,7500000,Sunrisers Hyderabad,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colin De Grandhomme,All-Rounder,22000000,Royal Challengers Bangalore,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colin Ingram,Batsman,64000000,Delhi Capitals,2019,Overseas,32,973,28,612,34.75,158.99,22.55%,66.46,121,4,90,30.25,134.44,14.44%,74.03,450,12,273,37.50,164.84,23.44%,71.77
Colin Munro,All-Rounder,3000000,Kolkata Knight Riders,2016,Overseas,49,1010,40,717,25.25,140.86,17.85%,66.55,219,6,158,36.50,138.61,17.09%,64.89,292,18,236,16.22,123.73,16.10%,59.60
Colin Munro,All-Rounder,19000000,Delhi Daredevils,2018,Overseas,49,1010,40,717,25.25,140.86,17.85%,66.55,219,6,158,36.50,138.61,17.09%,64.89,292,18,236,16.22,123.73,16.10%,59.60
Corey Anderson,All-Rounder,45000000,Mumbai Indians,2014,Overseas,31,677,26,510,26.04,132.75,17.06%,61.23,284,7,210,40.57,135.24,15.71%,72.32,284,13,227,21.85,125.11,18.06%,47.31
Corey Anderson,All-Rounder,10000000,Delhi Daredevils,2017,Overseas,31,677,26,510,26.04,132.75,17.06%,61.23,284,7,210,40.57,135.24,15.71%,72.32,284,13,227,21.85,125.11,18.06%,47.31
Dale Steyn,Bowler,23000000,Gujarat Lions,2016,Overseas,20,110,8,92,13.75,119.57,14.13%,68.35,3,0,7,NA,42.86,0.00%,42.86,84,5,69,16.80,121.74,13.04%,76.67
Dale Steyn,Bowler,20000000,Royal Challengers Bangalore,2020,Overseas,20,110,8,92,13.75,119.57,14.13%,68.35,3,0,7,NA,42.86,0.00%,42.86,84,5,69,16.80,121.74,13.04%,76.67
Dan Christian,All-Rounder,48000000,Royal Challengers Bangalore,2021,Overseas,60,1207,48,864,25.15,139.70,16.32%,69.85,153,11,135,13.91,113.33,7.41%,80.80,464,17,343,27.29,135.28,16.03%,68.06
Daniel Christian,All-Rounder,7500000,Royal Challengers Bangalore,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Christian,All-Rounder,10000000,Rising Pune Supergiant,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Christian,All-Rounder,15000000,Delhi Daredevils,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Sams,All-Rounder,26000000,Mumbai Indians,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darcy Short,All-Rounder,40000000,Rajasthan Royals,2018,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Bravo,Batsman,5000000,Kolkata Knight Riders,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Sammy,All-Rounder,31875000,Sunrisers Hyderabad,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Sammy,All-Rounder,35000000,Sunrisers Hyderabad,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Sammy,All-Rounder,28000000,Royal Challengers Bangalore,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Sammy,All-Rounder,3000000,Kings XI Punjab,2017,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darshan Nalkande,All-Rounder,3000000,Kings XI Punjab,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darshan Nalkande,All-Rounder,2000000,Gujarat Titans,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daryl Mitchell,All-Rounder,7500000,Rajasthan Royals,2022,Overseas,2,54,0,47,NA,114.89,8.51%,83.72,NA,NA,NA,NA,NA,NA,NA,26,0,18,NA,144.44,16.67%,80.00
David Miller,Batsman,30000000,Kings XI Punjab,2018,Overseas,83,1957,56,1375,34.95,142.33,16.29%,75.85,621,20,487,31.05,127.52,12.73%,75.06,1041,28,662,37.18,157.25,20.24%,75.19
David Miller,Batsman,7500000,Rajasthan Royals,2020,Overseas,83,1957,56,1375,34.95,142.33,16.29%,75.85,621,20,487,31.05,127.52,12.73%,75.06,1041,28,662,37.18,157.25,20.24%,75.19
David Miller,Batsman,30000000,Gujarat Titans,2022,Overseas,83,1957,56,1375,34.95,142.33,16.29%,75.85,621,20,487,31.05,127.52,12.73%,75.06,1041,28,662,37.18,157.25,20.24%,75.19
David Warner,Batsman,55000000,Sunrisers Hyderabad,2014,Overseas,83,2975,71,2059,41.90,144.49,19.86%,67.33,868,19,633,45.68,137.12,16.75%,67.93,1597,41,1073,38.95,148.84,21.34%,68.13
David Warner,Batsman,62500000,Delhi Capitals,2022,Overseas,83,2975,71,2059,41.90,144.49,19.86%,67.33,868,19,633,45.68,137.12,16.75%,67.93,1597,41,1073,38.95,148.84,21.34%,68.13
David Wiese,All-Rounder,28000000,Royal Challengers Bangalore,2015,Overseas,20,245,10,177,24.50,138.42,15.25%,80.67,25,1,27,25.00,92.59,7.41%,68.00,196,9,131,21.78,149.62,17.56%,81.48
David Willey,All-Rounder,20000000,Royal Challengers Bangalore,2022,Overseas,46,1005,41,672,24.51,149.55,20.83%,60.34,142,4,88,35.50,161.36,23.86%,59.70,319,17,267,18.76,119.48,14.98%,55.07
Dawid Malan,All-Rounder,15000000,Punjab Kings,2021,Overseas,34,1060,28,779,37.86,136.07,18.49%,68.35,173,5,131,34.60,132.06,12.98%,76.32,404,12,292,33.67,138.36,21.58%,61.14
Debabrata Das,Wicket Keeper,2000000,Kolkata Knight Riders,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deepak Chahar,All-Rounder,1000000,Rising Pune Supergiant,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deepak Chahar,All-Rounder,8000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deepak Chahar,Bowler,140000000,Chennai Super Kings,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deepak Hooda,Bowler,4000000,Rajasthan Royals,2014,Indian,24,295,20,216,14.75,136.57,14.35%,75.14,115,8,80,14.38,143.75,13.75%,79.71,159,11,125,14.45,127.20,13.60%,73.15
Deepak Hooda,All-Rounder,42000000,Sunrisers Hyderabad,2016,Indian,24,295,20,216,14.75,136.57,14.35%,75.14,115,8,80,14.38,143.75,13.75%,79.71,159,11,125,14.45,127.20,13.60%,73.15
Deepak Hooda,All-Rounder,36000000,Sunrisers Hyderabad,2018,Indian,24,295,20,216,14.75,136.57,14.35%,75.14,115,8,80,14.38,143.75,13.75%,79.71,159,11,125,14.45,127.20,13.60%,73.15
Deepak Hooda,All-Rounder,5000000,Kings XI Punjab,2020,Indian,24,295,20,216,14.75,136.57,14.35%,75.14,115,8,80,14.38,143.75,13.75%,79.71,159,11,125,14.45,127.20,13.60%,73.15
Deepak Hooda,All-Rounder,57500000,Lucknow Super Giants,2022,Indian,24,295,20,216,14.75,136.57,14.35%,75.14,115,8,80,14.38,143.75,13.75%,79.71,159,11,125,14.45,127.20,13.60%,73.15
Deepak Punia,All-Rounder,1000000,Mumbai Indians,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devdutt Padikkal,Batsman,2000000,Royal Challengers Bangalore,2019,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devdutt Padikkal,Batsman,77500000,Rajasthan Royals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devon Conway,Batsman,10000000,Chennai Super Kings,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dewald Brevis,Batsman,30000000,Mumbai Indians,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dhawal Kulkarni,Bowler,11000000,Rajasthan Royals,2014,Indian,10,67,4,53,16.75,126.42,11.32%,82.98,26,1,20,26.00,130.00,10.00%,77.78,36,3,29,12.00,124.14,13.79%,80.00
Dhawal Kulkarni,Bowler,20000000,Gujarat Lions,2016,Indian,10,67,4,53,16.75,126.42,11.32%,82.98,26,1,20,26.00,130.00,10.00%,77.78,36,3,29,12.00,124.14,13.79%,80.00
Dhawal Kulkarni,Bowler,7500000,Rajasthan Royals,2018,Indian,10,67,4,53,16.75,126.42,11.32%,82.98,26,1,20,26.00,130.00,10.00%,77.78,36,3,29,12.00,124.14,13.79%,80.00
Dhruv Jurel,Wicket Keeper,2000000,Rajasthan Royals,2022,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dhruv Shorey,All-Rounder,2000000,Chennai Super Kings,2018,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digvijay Deshmukh,All-Rounder,2000000,Mumbai Indians,2020,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dinesh Karthik,Wicket Keeper,125000000,Delhi Daredevils,2014,Indian,59,1311,53,1052,24.74,124.62,15.87%,65.42,417,17,334,24.53,124.85,14.67%,71.93,674,30,550,22.47,122.55,16.36%,60.43
Dinesh Karthik,Wicket Keeper,105000000,Royal Challengers Bangalore,2015,Indian,59,1311,53,1052,24.74,124.62,15.87%,65.42,417,17,334,24.53,124.85,14.67%,71.93,674,30,550,22.47,122.55,16.36%,60.43
Dinesh Karthik,Wicket Keeper,23000000,Gujarat Lions,2016,Indian,59,1311,53,1052,24.74,124.62,15.87%,65.42,417,17,334,24.53,124.85,14.67%,71.93,674,30,550,22.47,122.55,16.36%,60.43
Dinesh Karthik,Wicket Keeper,74000000,Kolkata Knight Riders,2018,Indian,59,1311,53,1052,24.74,124.62,15.87%,65.42,417,17,334,24.53,124.85,14.67%,71.93,674,30,550,22.47,122.55,16.36%,60.43
Dinesh Karthik,Wicket Keeper,55000000,Royal Challengers Bangalore,2022,Indian,59,1311,53,1052,24.74,124.62,15.87%,65.42,417,17,334,24.53,124.85,14.67%,71.93,674,30,550,22.47,122.55,16.36%,60.43
Dinesh Salunkhe,All-Rounder,1000000,Rajasthan Royals,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dirk Nannes,Bowler,45000000,Chennai Super Kings,2013,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dishant Yagnik,Wicket Keeper,3000000,Rajasthan Royals,2014,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Drakes,All-Rounder,11000000,Gujarat Titans,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Domnic Joseph Muthuswamy,Bowler,7500000,Delhi Daredevils,2015,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dushmanta Chameera,Bowler,20000000,Lucknow Super Giants,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dushmantha Chameera,Bowler,5000000,Rajasthan Royals,2018,Overseas,6,16,1,20,16.00,80.00,5.00%,63.16,8,0,8,NA,100.00,12.50%,57.14,6,1,10,6.00,60.00,0.00%,60.00
Dwaine Pretorius,All-Rounder,5000000,Chennai Super Kings,2022,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwayne Bravo,All-Rounder,64000000,Chennai Super Kings,2018,Overseas,89,1427,66,1181,21.62,120.83,13.21%,66.83,331,14,335,23.64,98.81,7.76%,65.05,671,35,501,19.17,133.93,16.17%,68.81
Dwayne Bravo,All-Rounder,44000000,Chennai Super Kings,2022,Overseas,89,1427,66,1181,21.62,120.83,13.21%,66.83,331,14,335,23.64,98.81,7.76%,65.05,671,35,501,19.17,133.93,16.17%,68.81
Dwayne Smith,Batsman,45000000,Chennai Super Kings,2014,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwayne Smith,All-Rounder,23000000,Gujarat Lions,2016,Overseas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eklavya Dwivedi,Wicket Keeper,1000000,Chennai Super Kings,2015,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eklavya Dwivedi,Wicket Keeper,10000000,Gujarat Lions,2016,Indian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
